office,name,type,508 Compliant,url,year,programs,keywords,state
Warm Springs National Fish Hatchery,Fall Newsletter,Newsletter,,newsletter/warm-springs-fall-2014.pdf,2014,,,
Warm Springs National Fish Hatchery,Spring Newsletter,Newsletter,,newsletter/warm-springs-spring-2014.pdf,2014,,,
Warm Springs National Fish Hatchery,Summer Newsletter,Newsletter,,newsletter/warm-springs-summer-2014.pdf,2014,,,
Warm Springs National Fish Hatchery,Spring Newsletter,Newsletter,,newsletter/warm-springs-spring-2015.pdf,2015,,,
Warm Springs National Fish Hatchery,Summer Newsletter,Newsletter,,newsletter/warm-springs-summer-2015.pdf,2015,,,
Warm Springs National Fish Hatchery,Winter Newsletter,Newsletter,,newsletter/warm-springs-winter-2015.pdf,2015,,,
Warm Springs National Fish Hatchery,Fall Newsletter,Newsletter,,newsletter/warm-springs-fall-2016.pdf,2016,,,
,July News from the Coastal North Carolina National Wildlife Refuges Complex,Newsletter,,newsletter/wings-july-2017.pdf,2017,,,
Welaka National Fish Hatchery,Summer Newsletter,Newsletter,,newsletter/welaka-newsletter-09-2017.pdf,2017,Fisheries and Aquatic Conservation,Welaka National Fish Hatchery,
,"Withdrawal of Petition for Burrowing Bog Crayfish (Fallicambarus burrisi), Lagniappe Crayfish (Procambarus lagniappe), and Least Crayfish (Cambarellus diminutus) ",Petition,,petition/withdrawal-three-crayfish.pdf,2014,,,
,Withdrawal of Petitions for the Chattooga River Crayfish and the Blackbarred Crayfish,Petition,,petition/withdrawal-two-alabama-crayfish.pdf,2014,,,
,Withdrawal of Petitions for 14 Southeastern Freshwater Species,Petition,,petition/withdrawal-14-freshwater-species.pdf,2015,,,
,Withdrawal of Petitions for 15 Southeastern Species,Petition,,petition/withdrawal-15-southeastern-species.pdf,2017,,,
,Withdrawal of Petitions for Succarnoochee River Crayfish and Saline Burrowing Crayfish,Petition,,petition/withdrawal-of-saline-burrowing-and-succarnoochee-river-crayfishes.pdf,2017,,,
,Withdrawal of Petitions for the Rare Skipper (Problema bulenta) and Say’s Spiketail (Cordulegaster sayi),Petition,,petition/withdrawal-rare-skipper-and-says-spiketail.pdf,2016,,,
,"Withdrawal of Petition for Hatchie burrowing crayfish (Fallicambarus hortoni), egg‐mimic darter (Etheostoma pseudovulatum), and saddled madtom (Noturus fasciatus)",Petition,,petition/withdrawal-three-tennessee-species.pdf,2016,,,
,Withdrawal of Petitions for the Bluestripe Shiner (Cyprinella callitaenia) and Broadstripe Shiner (Pteronotropis euryzonus),Petition,,petition/withdrawl-bluestripe-and-broadstripe-shiner.pdf,2016,,,
,Petition to List the Rusty patched bumble bee (Bombus affinis),Petition,,petition/rusty-patched-bumble-bee.pdf,2013,,,
,Emergency Petition to List the Miami Tiger Beetle (Cicindela floridana),Petition,,petition/miami-tiger-beetle.pdf,2014,,,
,Petition to list the Eastern small-footed bat (Myotis leibii) and Northern long-eared bat (Myotis septentrionalis),Petition,,petition/northern-long-eared-eastern-small-footed.pdf,2010,,,
,Petition to List the Southern dusky salamander (Desmognathus auriculatus),Petition,,petition/southern-dusky-salamander.pdf,2015,,,
,Petition to Delist the American Burying Beetle (Nicrophorus americanus),Petition,,petition/american-burying-beetle.pdf,2015,,,
,"Petition to List the Wingtail crayfish, Procambarus (Leconticambarus) Latipleurum",Petition,,petition/wingtail-crayfish.pdf,2014,,,
,Petition to List 53 Amphibians and Reptiles,Petition,,petition/53-amphibians-and-reptiles.pdf,2012,,,
,"Petition to List 404 Aquatic, Riparian and Wetland Species",Petition,,petition/404-aquatic.pdf,2010,,,
,Petition to List the Black-capped Petrel (Pterodroma hasitata),Petition,,petition/black-capped-petrel.pdf,2011,,,
,Petition to list the Blue Calamintha Bee (Osmia calaminthae),Petition,,petition/blue-calamintha-bee.pdf,2015,,,
,"Petition to List the 
Caribbean Mayten (Maytenus cymosa)",Petition,,petition/caribbean-mayten.pdf,2011,,,
,Petition to List the Eastern Diamondback Rattlesnake (Crotalus adamanteus),Petition,,petition/eastern-diamondback-rattlesnake.pdf,2011,,,
,Petition to Emergency List the Coquí Llanero (Eleutherodactylus juanariveroi),Petition,,petition/coqui-llanero.pdf,2011,,,
,Petition to List the Monarch Butterfly (Danaus plexippus plexippus),Petition,,petition/monarch.pdf,2014,,,
,Petition to Downlist the West Indian Manatee (Trichechus manatus) and Subspecies Thereof from Endangered to Threatened,Petition,,petition/downlist-manatee.pdf,2012,,,
,Withdrawal of Petition for Seepage salamander,Petition,,petition/withdrawal-seepage-salamander.pdf,2013,,,
,Florida black bear,Petition,,petition/florida-black-bear.pdf,2016,Endangered Species Act,,
,Partnering to leverage scale in coastal wetland monitoring – South Atlantic Geography Approach,Poster,,poster/partnering-to-leverage-scale-in-coastal-wetland-monitoring-south-atlantic.pdf,2016,Inventory and Monitoring,,
,What is low-cost side scan sonar habitat mapping?,Poster,,poster/what-is-low-cost-sonar-habitat-mapping.pdf,,Ecological Services,Panama City,
,Assessing shoal bass habitat use in the Lower Flint River from low-cost side scan sonar and electrofishing data,Poster,,poster/assessing-shoal-bass-habitat-use-in-the-lower-flint-river-from-low-cost-side-scan-sonar-and-electrofishing-data.pdf,,Ecological Services,Panama City,
,Mapping Habitat in Navigable Streams Using Low-Cost Side Scan Sonar,Poster,,poster/mapping-habitat-in-navigable-streams-using-low-cost-side-scan-sonar.pdf,,Ecological Services,Panama City,
,Culvert Design for Fish and Other Aquatic Organisms,Presentation,,presentations/culvert-design-for-fish-and-other-aquatic-organisms.pdf,2006,,,
,Gulf Restoration Funds: Did you know?,Presentation,,presentations/gulf-restoration-funds-did-you-know.pdf,2017,Gulf Restoration,Gulf Restoration Program,
,Gulf Restoration Projects: Did you know?,Presentation,,presentations/gulf-restoration-projects-did-you-know.pdf,2017,Gulf Restoration,Gulf Restoration Program,
,Gulf Restoration Vision: Did you know?,Presentation,,presentations/gulf-restoration-vision-did-you-know.pdf,2017,Gulf Restoration,Gulf Restoration Program,
,"At-risk species assessment on southern national forests, refuges, and other protected areas; includes worksheets",Presentation,,presentations/nwra-at-risk-species-report-october-2017.zip,2017,,At-risk species,
,Whole-genome sequence analysis shows that two endemic species of North American wolf are admixtures of the coyote and gray wolf,Publication,,publication/red-wolf-genetics-research-von-holdt.pdf,2016,,,
,Next Step for a Healthy Gulf of Mexico Watershed,Publication,,publication/next-steps-for-a-healthy-gulf-of-mexico-watershed.pdf,,Gulf Restoration,Gulf Restoration Program,
,Vision for a Healthy Gulf of Mexico Watershed,Publication,,gulf-vision-document.pdf,2013,Gulf Restoration,Gulf Restoration Program,
,Next Steps for a Healthy Gulf of Mexico Watershed: Overview,Publication,,next-steps-overview.pdf,2016,Gulf Restoration,Gulf Restoration Program,
,Next Steps for a Healthy Gulf of Mexico Watershed: Text-only Version,Publication,,publication/next-steps-for-a-healthy-gulf-of-mexico-watershed.pdf,2017,Gulf Restoration,Gulf Restoration Program,
Blackbeard Island National Wildlife Refuge,,Rack Card,TRUE,rack-card/blackbeard-island-national-wildlife-refuge.pdf,2020,National Wildlife Refuge System,,Georgia
Blackbeard Island National Wildlife Refuge,en español,Rack Card,,rack-card/blackbeard-island-national-wildlife-refuge-spanish.pdf,,National Wildlife Refuge System,,Georgia
Harris Neck National Wildlife Refuge,,Rack Card,TRUE,rack-card/harris-neck-national-wildlife-refuge.pdf,2020,National Wildlife Refuge System,,"Georgia, South Carolina"
Harris Neck National Wildlife Refuge,en español,Rack Card,,rack-card/harris-neck-national-wildlife-refuge-spanish.pdf,,National Wildlife Refuge System,,"Georgia, South Carolina"
Pinckney Island National Wildlife Refuge,,Rack Card,,rack-card/pinckney-island-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Pinckney Island National Wildlife Refuge,en español,Rack Card,,rack-card/pinckney-island-national-wildlife-refuge-spanish.pdf,,National Wildlife Refuge System,,
Savannah National Wildlife Refuge,,Rack Card,,rack-card/savannah-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Savannah National Wildlife Refuge,en español,Rack Card,,rack-card/savannah-national-wildlife-refuge-spanish.pdf,,National Wildlife Refuge System,,
Wassaw National Wildlife Refuge,,Rack Card,,rack-card/wassaw-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
Wassaw National Wildlife Refuge,en español,Rack Card,,rack-card/wassaw-national-wildlife-refuge-spanish.pdf,,National Wildlife Refuge System,,
Chattahoochee Forest National Fish Hatchery,,Rack Card,,rack-card/chattahoochee-national-fish-hatchery-rack-card.pdf,,National Fish Hatchery,,
Ernest F. Hollings Ace Basin National Wildlife Refuge,Hunting and Fishing Regulations,Regulations,TRUE,regulations/ace-basin-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,South Carolina
Arthur R. Marshall Loxahatchee National Wildlife Refuge,Hunting Regulations,Regulations,TRUE,regulations/arm-loxahatchee-national-wildlife-refuge-hunting.pdf,2020-2021,National Wildlife Refuge System,,Florida
Bayou Cocodrie National Wildlife Refuge,Public use regualations,Regulations,TRUE,regulations/lower-mississippi-river-refuge-complex.pdf,2020-2021,National Wildlife Refuge System,,Mississippi
Bayou Sauvage National Wildlife Refuge,Hunting and Fishing Regulations,Regulations,TRUE,regulations/bayou-sauvage-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,Louisiana
Bayou Teche National Wildlife Refuge,Hunting and Fishing Regulations,Regulations,TRUE,regulations/bayou-teche-national-wildlife-refuge-hunt-fish.pdf,2020-2021,National Wildlife Refuge System,,Louisiana
Big Branch Marsh National Wildlife Refuge,Hunting and Fishing Regulations,Regulations,TRUE,regulations/big-branch-marsh-national-wildlife-refuge-hunt-fish.pdf,2020-2021,National Wildlife Refuge System,,Louisiana
Black Bayou Lake National Wildlife Refuge,Public Use Regulations,Regulations,TRUE,regulations/black-bayou-lake-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,
Blackbeard Island National Wildlife Refuge,Hunting and Fishing Regulations,Regulations,,regulations/savannah-coastal-refuges-complex-hunting.pdf,,National Wildlife Refuge System,,
Bogue Chitto National Wildlife Refuge,Hunting and Fishing Regulations,Regulations,TRUE,regulations/bogue-chitto-national-wildlife-refuge-hunt-fish.pdf,2020-2021,National Wildlife Refuge System,,Louisiana
Bond Swamp National Wildlife Refuge,Hunting Regulations,Regulations,TRUE,regulations/bond-swamp-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,Georgia
Cameron Prairie National Wildlife Refuge,Hunting Regulations,Regulations,,regulations/cameron-prairie-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,
Cameron Prairie National Wildlife Refuge,Hunting Permit,Regulations,,regulations/cameron-prairie-national-wildlife-refuge-hunt-permit.pdf,,National Wildlife Refuge System,,
Cameron Prairie National Wildlife Refuge,Fishing Regulations,Regulations,,regulations/cameron-prairie-national-wildlife-refuge-fishing.pdf,,National Wildlife Refuge System,,
Southwest Louisiana National Wildlife Refuge Complex Lottery Alligator Hunt Program,Lottery Alligator Hunt Program,Regulations,TRUE,regulations/southwest-louisiana-national-wildlife-complex-lottery-alligator-hunt-program.pdf,,National Wildlife Refuge System,,
Cape Romain National Wildlife Refuge,Hunt Regulations,Regulations,TRUE,regulations/cape-romain-national-wildlife-refuge-hunt.pdf,2019-2020,National Wildlife Refuge System,,South Carolina
Carolina Sandhills National Wildlife Refuge,Hunt Regulations,Regulations,,regulations/carolina-sandhills-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,North Carolina
Carolina Sandhills National Wildlife Refuge,Supplemental information to refuge hunting regulations and permit brochure,Regulations,TRUE,regulations/carolina-sandhills-national-wildlife-refuge-hunt-supplemental.pdf,2019-2020,National Wildlife Refuge System,,North Carolina
Carolina Sandhills National Wildlife Refuge,Fish Regulations,Regulations,,regulations/carolina-sandhills-national-wildlife-refuge-fish.pdf,,National Wildlife Refuge System,,North Carolina
Catahoula National Wildlife Refuge,Hunting and Fishing Regulations,Regulations,TRUE,regulations/catahoula-national-wildlife-refuge-hunt-fish.pdf,2019-2020,National Wildlife Refuge System,,Louisiana
Cat Island National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/lower-mississippi-river-refuge-complex.pdf,2020-2021,National Wildlife Refuge System,,
Chassahowitzka National Wildlife Refuge,Hunt Regulations,Regulations,,regulations/chassahowitzka-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,
Chickasaw National Wildlife Refuge,Public Use Regulations,Regulations,TRUE,regulations/chickasaw-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,,Tennessee
Choctaw National Wildlife Refuge,Hunting Regulations,Regulations,TRUE,regulations/choctaw-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,North Carolina
Clarks River National Wildlife Refuge,Hunting Regulations,Regulations,TRUE,regulations/clarks-river-national-wildlife-refuge-hunt.pdf,2019-2020,National Wildlife Refuge System,,Kentucky
Cross Creeks National Wildlife Refuge,Hunting and Fishing Regulations with Map,Regulations,TRUE,regulations/cross-creeks-national-wildlife-refuge-hunt-fish.pdf,2019-2020,National Wildlife Refuge System,,
Currituck National Wildlife Refuge,Hunting Regulations,Regulations,TRUE,regulations/currituck-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,North Carolina
D'Arbonne National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/darbonne-national-wildlife-refuge-hunt-fish.pdf,2020-2021,National Wildlife Refuge System,,Louisiana
Delta National Wildlife Refuge,Hunting and Fishing Regulations with Map,Regulations,TRUE,regulations/delta-national-wildlife-refuge-hunt-fish.pdf,2020-2021,National Wildlife Refuge System,,Louisiana
Eufaula National Wildlife Refuge,Hunting and Fishing Regulations,Regulations,TRUE,regulations/eufaula-national-wildlife-refuge-hunt-fish.pdf,2020-2021,National Wildlife Refuge System,,
Eufaula National Wildlife Refuge,Youth Hunt Application,Regulations,,regulations/eufaula-national-wildlife-refuge-youth-hunt-application.pdf,,National Wildlife Refuge System,,
Felsenthal National Wildlife Refuge,Public Use Regulations,Regulations,TRUE,regulations/felsenthal-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,,Arkansas
Grand Bay National Wildlife Refuge,Hunting Regulations,Regulations,TRUE,regulations/grand-bay-national-wildlife-refuge.pdf,2020-2021,National Wildlife Refuge System,,Mississippi
Grand Cote National Wildlife Refuge,"Hunting, Fishing and Public Use Regulations",Regulations,TRUE,regulations/grand-cote-national-wildlife-refuge-hunt-fish.pdf,2019-2020,National Wildlife Refuge System,,
Harris Neck National Wildlife Refuge,Hunting Regulations,Regulations,,regulations/savannah-coastal-refuges-complex-hunting.pdf,,National Wildlife Refuge System,,
Hatchie National Wildlife Refuge,Public Use Regulations,Regulations,TRUE,regulations/hatchie-national-wildlife-refuge-hunt-fish.pdf,2020-2021,National Wildlife Refuge System,,Tennessee
Lacassine National Wildlife Refuge,Fishing Regulations,Regulations,,regulations/lacassine-national-wildlife-refuge-fish.pdf,,National Wildlife Refuge System,,
Lake Isom National Wildlife Refuge,Public Use Regulations,Regulations,TRUE,regulations/reelfoot-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,,Tennessee
Lake Ophelia National Wildlife Refuge,"Hunting, Fishing and Public Use Regulations",Regulations,TRUE,regulations/lake-ophelia-national-wildlife-refuge-hunt-fish.pdf,,National Wildlife Refuge System,,
Lake Woodruff National Wildlife Refuge,Hunting Regulations,Regulations,,regulations/lake-woodruff-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,
Lower Hatchie National Wildlife Refuge,Public Use Regulations,Regulations,TRUE,regulations/lower-hatchie-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,,Tennessee
Lower Suwannee (& Cedar Keys) National Wildlife Refuges,Hunting Regulations,Regulations,TRUE,regulations/lower-suwannee-cedar-keys-national-wildlife-refuges-hunt.pdf,2020-2021,National Wildlife Refuge System,,Florida
Mackay Island National Wildlife Refuge,Hunting regulations,Regulations,TRUE,regulations/mackay-island-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,North Carolina
Mandalay National Wildlife Refuge,Hunting and Fishing Regulations and Map,Regulations,TRUE,regulations/mandalay-national-wildlife-refuge-hunt-fish.pdf,2020-2021,National Wildlife Refuge System,,Louisiana
Mattamuskeet National Wildlife Refuge,Hunting Regulations and Map,Regulations,TRUE,regulations/mattamuskeet-national-wildlife-refuge-hunt.pdf,2019-2020,National Wildlife Refuge System,,North Carolina
Mattamuskeet National Wildlife Refuge,Fishing Regulations and Map,Regulations,TRUE,regulations/mattamuskeet-national-wildlife-refuge-fishing.pdf,2020-2021,National Wildlife Refuge System,,North Carolina
Merritt Island National Wildlife Refuge,Big game hunting regulations,Regulations,TRUE,regulations/merritt-island-national-wildlife-refuge-big-game-hunt.pdf,2019-2020,National Wildlife Refuge System,,Florida
Merritt Island National Wildlife Refuge,Waterfowl hunting regulations,Regulations,TRUE,regulations/merritt-island-national-wildlife-refuge-waterfowl.pdf,2019-2020,National Wildlife Refuge System,,Florida
North Mississippi Refuges Complex,Hunting and fishing regulations,Regulations,TRUE,regulations/north-mississippi-refuges-complex.pdf,2019-2020,National Wildlife Refuge System,"Coldwater River, Dahomey, Tallahatchie",Mississippi
Sam D. Hamilton Noxubee National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/noxubee-national-wildlife-refuge-hunt.pdf,2019-2020,National Wildlife Refuge System,,
Okefenokee National Wildlife Refuge,Hunting regulations,Regulations,,regulations/okefenokee-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,
Overflow National Wildlife Refuge,Public use regulations and map,Regulations,TRUE,regulations/overflow-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,,Arkansas
Pea Island National Wildlife Refuge,Nighttime fishing permit,Regulations,,regulations/pea-island-national-wildlife-refuge-fishing.pdf,,National Wildlife Refuge System,,
Pee Dee National Wildlife Refuge,Fishing regulations,Regulations,TRUE,regulations/pee-dee-national-wildlife-refuge-fish.pdf,2018,National Wildlife Refuge System,,
Pee Dee National Wildlife Refuge,Hunting regulations,Regulations,TRUE,regulations/pee-dee-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,North Carolina
Piedmont National Wildlife Refuge,Hunting and fishing regulations,Regulations,TRUE,regulations/piedmont-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,Georgia
Pinckney Island National Wildlife Refuge,Hunting regulations,Regulations,,regulations/savannah-coastal-refuges-complex-hunting.pdf,,National Wildlife Refuge System,,
Pocosin Lakes National Wildlife Refuge,Hunting and fishing regulations,Regulations,TRUE,regulations/pocosin-lakes-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,North Carolina
Pocosin Lakes National Wildlife Refuge,Visitor's guide to Pungo Unit,Regulations,TRUE,regulations/pocosin-lakes-national-wildlife-refuge-pungo-unit.pdf,,National Wildlife Refuge System,,
Pond Creek National Wildlife Refuge,Public use regulations and map,Regulations,TRUE,regulations/pond-creek-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,,Arkansas
Red River National Wildlife Refuge,Public use regulations and map,Regulations,TRUE,regulations/red-river-national-wildlife-refuge-hunt.pdf,2019-2020,National Wildlife Refuge System,,Louisiana
Reelfoot National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/reelfoot-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,Tennessee,Tennessee
Sabine National Wildlife Refuge,Fishing regulations,Regulations,,regulations/sabine-national-wildlife-refuge-fishing.pdf,,National Wildlife Refuge System,,
Southwest Louisiana National Wildlife Refuge Complex,Hunting regulations,Regulations,TRUE,regulations/southwest-louisiana-national-wildlife-refuge-complex-hunt.pdf,2019-2020,National Wildlife Refuge System,"Cameron Prairie, Lacassine, and Sabine",Louisiana
Sabine National Wildlife Refuge,Hunting regulations,Regulations,,regulations/sabine-national-wildlife-refuge-hunt.pdf,,National Wildlife Refuge System,,
Sabine National Wildlife Refuge,Cast netting regulations and permit,Regulations,,regulations/sabine-national-wildlife-refuge-cast-netting.pdf,,National Wildlife Refuge System,,
Santee National Wildlife Refuge,Hunting regulations,Regulations,TRUE,regulations/santee-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,
Santee National Wildlife Refuge,Fishing Regulations,Regulations,TRUE,regulations/santee-national-wildlife-refuge-fishing.pdf,2020-2021,National Wildlife Refuge System,,
Savannah National Wildlife Refuge,Fishing Regulations,Regulations,,regulations/savannah-coastal-refuges-complex-fishing.pdf,,National Wildlife Refuge System,,
St. Catherine Creek National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/lower-mississippi-river-refuge-complex.pdf,2020-2021,National Wildlife Refuge System,,Mississippi
St. Marks National Wildlife Refuge,Hunting regulations,Regulations,TRUE,regulations/st-marks-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,Florida
St. Vincent National Wildlife Refuge,Fishing regulations,Regulations,,regulations/st-vincent-national-wildlife-refuge-fishing.pdf,,National Wildlife Refuge System,,
St. Vincent National Wildlife Refuge,Hunting regulations,Regulations,TRUE,regulations/st-vincent-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,Florida
Ten Thousand Islands National Wildlife Refuge,Hunting regulations,Regulations,TRUE,regulations/ten-thousand-islands-national-wildlife-refuge-hunt.pdf,2019-2020,National Wildlife Refuge System,,
Tennessee National Wildlife Refuge,Hunting regulations and map,Regulations,TRUE,regulations/tennessee-national-wildlife-refuge-hunt.pdf,2019-2020,National Wildlife Refuge System,,
Tensas River National Wildlife Refuge,Hunting and Fishing Regulations with Map,Regulations,TRUE,regulations/tensas-river-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,Louisiana
Theodore Roosvelt National Wildlife Refuge Complex,Hunt and Fish Regulations and Refuge Map,Regulations,TRUE,regulations/theodore-roosevelt-national-wildlife-refuge-complex-hunt.pdf,2020-2021,National Wildlife Refuge System,,
Upper Ouachita National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/upper-ouachita-national-wildlife-refuge-hunt-fish.pdf,2020-2021,National Wildlife Refuge System,,Louisiana
Waccamaw National Wildlife Refuge,Hunting regulations,Regulations,TRUE,regulations/waccamaw-national-wildlife-refuge-hunt.pdf,2019-2020,National Wildlife Refuge System,,South Carolina
Wassaw National Wildlife Refuge,Hunting regulations,Regulations,,regulations/savannah-coastal-refuges-complex-hunting.pdf,,National Wildlife Refuge System,,
Wheeler National Wildlife Refuge,Hunting regulations,Regulations,TRUE,regulations/wheeler-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,Alabama
Wheeler National Wildlife Refuge,Fishing regulations,Regulations,,regulations/wheeler-national-wildlife-refuge-fishing.pdf,,National Wildlife Refuge System,,
Dale Bumpers White River National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/white-river-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,Arkansas
Yazoo National Wildlife Refuge,Youth Deer Hunt Application,Regulations,,regulations/yazoo-national-wildlife-refuge-youth-deer-hunt-application.pdf,,National Wildlife Refuge System,,
Yazoo National Wildlife Refuge,Youth Waterfowl Hunt Application,Regulations,,regulations/yazoo-national-wildlife-refuge-youth-waterfowl-hunt-application.pdf,,National Wildlife Refuge System,,
Southwest Louisiana National Wildlife Refuge Complex,Fishing and boating regulations,Regulations,TRUE,regulations/southwest-louisiana-complex-fishing.pdf,2019-2020,National Wildlife Refuge System,,
Alligator River National Wildlife Refuge,Hunting regulations,Regulations,TRUE,regulations/alligator-river-national-wildlife-refuge-hunt.pdf,2020-2021,National Wildlife Refuge System,,North Carolina
"Central Arkansas Refuges: Bald Knob, Big Lake, Cache River, Wapanocca, Holla Bend",Hunt schedule,Regulations,TRUE,regulations/central-arkansas-national-wildlife-refuge-complex-hunt-schedule.pdf,2020-2021,National Wildlife Refuge System,,Arkansas
Bald Knob National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/bald-knob-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,Central Arkansas Refuges,Arkansas
Big Lake National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/big-lake-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,Central Arkansas Refuges,Arkansas
Cache River National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/cache-river-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,Central Arkansas Refuges,Arkansas
Holla Bend National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/holla-bend-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,Central Arkansas Refuges,Arkansas
Wapanocca National Wildlife Refuge,Public use regulations,Regulations,TRUE,regulations/wapanocca-national-wildlife-refuge-public-use.pdf,2020-2021,National Wildlife Refuge System,Central Arkansas Refuges,Arkansas
Cedar Island National Wildlife Refuge,Hunting Regulations,Regulations,,regulations/cedar-island-national-wildlife-refuge.pdf,,National Wildlife Refuge System,,
,Inventory and Monitoring Status and Needs Assessment for the Gulf Zone,Report,,report/inventory-and-monitoring-status-and-needs-assessement-gulf-zone-2014.pdf,,"National Wildlife Refuge System,Inventory and Monitoring",,
,Inventory and Monitoring Status and Needs Assessment Appendices for the Gulf Zone,Report,,report/inventory-and-monitoring-status-and-needs-assessement-appendices-gulf-zone-2014.pdf,,"National Wildlife Refuge System,Inventory and Monitoring",,
,Vegetation of Coastal Wetland Elevation Monitoring Sites on National Wildlife Refuges in the South Atlantic Geography Baseline Inventory Report,Report,,report/vegetation-of-coastal-wetland-elevation-monitoring-sites-on-nwrs-in-the-south-atlantic-geography-baseline-inventory.pdf,2015,"National Wildlife Refuge System,Inventory and Monitoring",,
,Monitoring of Coastal Wetland Elevation and Vegetation Community Dynamics in the South Atlantic Geography Accomplishments and FY17 Plan,Report,,report/monitoring-of-coastal-wetland-elevation-and-vegetation-community-dynamics-in-the-south-atlantic-geography-accomplishments-and-fy17-plan.pdf,2016,"National Wildlife Refuge System,Inventory and Monitoring",,
Sam D. Hamilton Noxubee National Wildlife Refuge,Sam D. Hamilton Noxubee National Wildlife Refuge Historical Vegetation Assessment,Report,,report/noxubee-historical-vegetation-assessment-2013.pdf,2013,"National Wildlife Refuge System,Inventory and Monitoring",,
,Regional Summary Report Mobile Acoustical Bat Monitoring,Report,,report/regional-summary-report-mobile-acoustical-bat-monitoring-2012.pdf,2012,"National Wildlife Refuge System,Inventory and Monitoring",,
,Bat Species Occurrence and Long-Term Bat Population Monitoring on Refuges Using Acoustical Detection - 2012-2015 Summary,Report,,report/bat-species-occurrence-and-long-term-population-monitoring-on-refuges-using-acoustical-detection.pdf,2015,"National Wildlife Refuge System,Inventory and Monitoring",,
,National Protocol Framework for the Inventory and Monitoring of Waterbirds and their Habitats:An Integrated Waterbird Management and Monitoring (IWMM) Approach,Report,,https://catalog.data.gov/dataset/national-protocol-framework-for-the-inventory-and-monitoring-of-waterbirds-and-their-habit,2015,"National Wildlife Refuge System,Inventory and Monitoring",,
Swanquarter National Wildlife Refuge,Vocal Anuran Community Monitoring with Automatic Recording Devices at Swanquarter National Wildlife Refuge,Report,,report/vocal-anuran-community-monitoring-with-automatic-recording-devices-swanquarter.pdf,2014,"National Wildlife Refuge System,Inventory and Monitoring",,
Mattamuskeet National Wildlife Refuge,Vocal Anuran Community Monitoring with Automatic Recording Devices at Mattamuskeet National Wildlife Refuge,Report,,report/vocal-anuran-community-monitoring-with-automatic-recording-devices-mattamuskeet.pdf,2015,"National Wildlife Refuge System,Inventory and Monitoring",,
